smiles,assay_name,assay_value,toxicity_category,source
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NR-AhR,0.0,immunotoxicity,tox21
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NR-ER,0.0,endocrine_disruption,tox21
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NR-ER-LBD,0.0,endocrine_disruption,tox21
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,SR-ATAD5,0.0,genotoxicity,tox21
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,SR-p53,0.0,genotoxicity,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,NR-AR,0.0,endocrine_disruption,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,NR-AR-LBD,0.0,endocrine_disruption,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,NR-ER,0.0,endocrine_disruption,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,NR-ER-LBD,0.0,endocrine_disruption,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,SR-ARE,0.0,oxidative_stress,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,SR-ATAD5,0.0,genotoxicity,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,SR-HSE,0.0,oxidative_stress,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,SR-MMP,0.0,acute_toxicity,tox21
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,SR-p53,0.0,genotoxicity,tox21
CC(C)COC(=O)C(C)C,NR-AR,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,NR-AR-LBD,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,NR-AhR,0.0,immunotoxicity,tox21
CC(C)COC(=O)C(C)C,NR-Aromatase,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,NR-ER,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,NR-ER-LBD,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CC(C)COC(=O)C(C)C,SR-ARE,0.0,oxidative_stress,tox21
CC(C)COC(=O)C(C)C,SR-ATAD5,0.0,genotoxicity,tox21
CC(C)COC(=O)C(C)C,SR-HSE,0.0,oxidative_stress,tox21
CC(C)COC(=O)C(C)C,SR-MMP,0.0,acute_toxicity,tox21
CC(C)COC(=O)C(C)C,SR-p53,0.0,genotoxicity,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-AR,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-AR-LBD,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-AhR,0.0,immunotoxicity,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-Aromatase,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-ER,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-ER-LBD,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,SR-ARE,0.0,oxidative_stress,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,SR-ATAD5,0.0,genotoxicity,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,SR-HSE,0.0,oxidative_stress,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,SR-MMP,0.0,acute_toxicity,tox21
C=C(C)C(=O)OCCOC(=O)C(=C)C,SR-p53,0.0,genotoxicity,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,NR-AR,0.0,endocrine_disruption,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,NR-AR-LBD,0.0,endocrine_disruption,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,NR-AhR,0.0,immunotoxicity,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,NR-ER,0.0,endocrine_disruption,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,NR-ER-LBD,0.0,endocrine_disruption,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,SR-ARE,1.0,oxidative_stress,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,SR-ATAD5,0.0,genotoxicity,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,SR-HSE,0.0,oxidative_stress,tox21
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,SR-MMP,0.0,acute_toxicity,tox21
O=C([O-])Cc1cccc2ccccc12,NR-AR,0.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,NR-AR-LBD,0.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,NR-AhR,0.0,immunotoxicity,tox21
O=C([O-])Cc1cccc2ccccc12,NR-Aromatase,0.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,NR-ER,0.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,NR-ER-LBD,0.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,NR-PPAR-gamma,1.0,endocrine_disruption,tox21
O=C([O-])Cc1cccc2ccccc12,SR-ARE,0.0,oxidative_stress,tox21
O=C([O-])Cc1cccc2ccccc12,SR-ATAD5,0.0,genotoxicity,tox21
O=C([O-])Cc1cccc2ccccc12,SR-HSE,0.0,oxidative_stress,tox21
O=C([O-])Cc1cccc2ccccc12,SR-MMP,0.0,acute_toxicity,tox21
O=C([O-])Cc1cccc2ccccc12,SR-p53,0.0,genotoxicity,tox21
CCCCCCCCCCOCC(O)CN,NR-AR,0.0,endocrine_disruption,tox21
CCCCCCCCCCOCC(O)CN,NR-AR-LBD,0.0,endocrine_disruption,tox21
CCCCCCCCCCOCC(O)CN,NR-AhR,0.0,immunotoxicity,tox21
CCCCCCCCCCOCC(O)CN,NR-ER,0.0,endocrine_disruption,tox21
CCCCCCCCCCOCC(O)CN,SR-HSE,0.0,oxidative_stress,tox21
CCN(CC)C(=O)c1cccnc1,NR-AR,0.0,endocrine_disruption,tox21
CCN(CC)C(=O)c1cccnc1,NR-AR-LBD,0.0,endocrine_disruption,tox21
CCN(CC)C(=O)c1cccnc1,NR-AhR,0.0,immunotoxicity,tox21
CCN(CC)C(=O)c1cccnc1,NR-Aromatase,0.0,endocrine_disruption,tox21
CCN(CC)C(=O)c1cccnc1,NR-ER-LBD,0.0,endocrine_disruption,tox21
CCN(CC)C(=O)c1cccnc1,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CCN(CC)C(=O)c1cccnc1,SR-ATAD5,0.0,genotoxicity,tox21
CCN(CC)C(=O)c1cccnc1,SR-MMP,0.0,acute_toxicity,tox21
CCN(CC)C(=O)c1cccnc1,SR-p53,0.0,genotoxicity,tox21
COc1cc(O)cc(O)c1,NR-AR,0.0,endocrine_disruption,tox21
COc1cc(O)cc(O)c1,NR-AR-LBD,0.0,endocrine_disruption,tox21
COc1cc(O)cc(O)c1,NR-Aromatase,0.0,endocrine_disruption,tox21
COc1cc(O)cc(O)c1,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
COc1cc(O)cc(O)c1,SR-ATAD5,0.0,genotoxicity,tox21
COc1cc(O)cc(O)c1,SR-HSE,0.0,oxidative_stress,tox21
COc1cc(O)cc(O)c1,SR-MMP,0.0,acute_toxicity,tox21
COc1cc(O)cc(O)c1,SR-p53,0.0,genotoxicity,tox21
CCOC(=O)c1cccnc1,SR-ARE,0.0,oxidative_stress,tox21
CCOC(=O)c1cccnc1,SR-HSE,0.0,oxidative_stress,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-AR,0.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-AR-LBD,0.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-Aromatase,0.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-ER,1.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-ER-LBD,1.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,SR-ATAD5,0.0,genotoxicity,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,SR-MMP,0.0,acute_toxicity,tox21
CCOc1ccc(S(=O)(=O)O)c2cccnc12,SR-p53,0.0,genotoxicity,tox21
O=C(O)[C@H](O)c1ccccc1,NR-AR,0.0,endocrine_disruption,tox21
O=C(O)[C@H](O)c1ccccc1,NR-AR-LBD,0.0,endocrine_disruption,tox21
O=C(O)[C@H](O)c1ccccc1,NR-AhR,0.0,immunotoxicity,tox21
O=C(O)[C@H](O)c1ccccc1,NR-Aromatase,0.0,endocrine_disruption,tox21
O=C(O)[C@H](O)c1ccccc1,NR-ER-LBD,0.0,endocrine_disruption,tox21
O=C(O)[C@H](O)c1ccccc1,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
O=C(O)[C@H](O)c1ccccc1,SR-ARE,0.0,oxidative_stress,tox21
O=C(O)[C@H](O)c1ccccc1,SR-ATAD5,0.0,genotoxicity,tox21
O=C(O)[C@H](O)c1ccccc1,SR-HSE,0.0,oxidative_stress,tox21
O=C(O)[C@H](O)c1ccccc1,SR-MMP,0.0,acute_toxicity,tox21
O=C(O)[C@H](O)c1ccccc1,SR-p53,0.0,genotoxicity,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,NR-AR,0.0,endocrine_disruption,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,NR-AR-LBD,0.0,endocrine_disruption,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,NR-AhR,1.0,immunotoxicity,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,NR-ER,1.0,endocrine_disruption,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,NR-ER-LBD,0.0,endocrine_disruption,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,SR-ARE,1.0,oxidative_stress,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,SR-ATAD5,1.0,genotoxicity,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,SR-HSE,0.0,oxidative_stress,tox21
Nc1ccc(/N=N/c2ccccc2)cc1,SR-p53,0.0,genotoxicity,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-AR,0.0,endocrine_disruption,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-AR-LBD,0.0,endocrine_disruption,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-AhR,1.0,immunotoxicity,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-ER,0.0,endocrine_disruption,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-ER-LBD,0.0,endocrine_disruption,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,SR-ATAD5,0.0,genotoxicity,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-AR,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-AR-LBD,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-AhR,0.0,immunotoxicity,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-Aromatase,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-ER,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-ER-LBD,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,SR-ARE,0.0,oxidative_stress,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,SR-ATAD5,0.0,genotoxicity,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,SR-HSE,0.0,oxidative_stress,tox21
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,SR-p53,0.0,genotoxicity,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NR-AR,0.0,endocrine_disruption,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NR-AR-LBD,0.0,endocrine_disruption,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NR-AhR,0.0,immunotoxicity,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NR-ER,0.0,endocrine_disruption,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NR-ER-LBD,0.0,endocrine_disruption,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,SR-ATAD5,0.0,genotoxicity,tox21
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,SR-HSE,0.0,oxidative_stress,tox21
C#CCO,NR-AR,0.0,endocrine_disruption,tox21
C#CCO,NR-AR-LBD,0.0,endocrine_disruption,tox21
C#CCO,NR-AhR,0.0,immunotoxicity,tox21
C#CCO,NR-Aromatase,0.0,endocrine_disruption,tox21
C#CCO,NR-ER,0.0,endocrine_disruption,tox21
C#CCO,NR-ER-LBD,0.0,endocrine_disruption,tox21
C#CCO,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
C#CCO,SR-ARE,0.0,oxidative_stress,tox21
C#CCO,SR-ATAD5,0.0,genotoxicity,tox21
C#CCO,SR-HSE,0.0,oxidative_stress,tox21
C#CCO,SR-MMP,0.0,acute_toxicity,tox21
C#CCO,SR-p53,0.0,genotoxicity,tox21
Nc1ccccc1S(=O)(=O)O,NR-AR,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,NR-AR-LBD,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,NR-AhR,0.0,immunotoxicity,tox21
Nc1ccccc1S(=O)(=O)O,NR-Aromatase,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,NR-ER,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,NR-ER-LBD,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
Nc1ccccc1S(=O)(=O)O,SR-ARE,0.0,oxidative_stress,tox21
Nc1ccccc1S(=O)(=O)O,SR-ATAD5,0.0,genotoxicity,tox21
Nc1ccccc1S(=O)(=O)O,SR-HSE,0.0,oxidative_stress,tox21
Nc1ccccc1S(=O)(=O)O,SR-p53,0.0,genotoxicity,tox21
CC(O)CC(C)(C)O,NR-AR,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,NR-AR-LBD,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,NR-AhR,0.0,immunotoxicity,tox21
CC(O)CC(C)(C)O,NR-Aromatase,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,NR-ER,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,NR-ER-LBD,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,NR-PPAR-gamma,0.0,endocrine_disruption,tox21
CC(O)CC(C)(C)O,SR-ARE,0.0,oxidative_stress,tox21
